,neuron,mae,mse,rmse,Perror
7440,relu_14_9_19,0.06658624620109324,0.006854215484044679,0.08279018953985236,11.146074560791355
2114,relu_6_28_12,0.06891888797571064,0.006854483035670201,0.08279180536544786,10.3404117919618
7092,relu_13_23_22,0.055727370983160135,0.006858176472157712,0.08281410792949298,7.832981799290124
6492,relu_12_28_16,0.061395877459342524,0.006869943407376717,0.08288512174918197,9.27228961299171
3949,relu_9_15_11,0.060020575650791747,0.006877705902397212,0.08293193535904737,8.77384797425725
9879,relu_17_18_28,0.06417139654682122,0.006878201869629507,0.08293492551168963,10.40201223388225
6019,relu_12_10_29,0.07311780140667681,0.00687985464915,0.0829448892286318,10.685793727433921
10886,relu_18_29_9,0.060982063862580066,0.006884137582825992,0.08297070315976593,8.914738121839223
12094,relu_20_19_29,0.07059051558951204,0.006932035336946452,0.08325884539762998,10.600938740633639
4395,relu_10_4_25,0.06439823792248492,0.006954482169513298,0.08339353793618123,9.939857029759555
9443,relu_16_29_24,0.06672716930796505,0.006959742049873618,0.08342506847389229,8.507283803748605
8246,relu_15_12_15,0.06947441665446666,0.006965842137255566,0.08346162074424128,10.22975721063203
277,relu_4_14_11,0.06137530595640009,0.006972271493960696,0.08350012870625227,8.878277192669389
8067,relu_15_5_25,0.06164822772433162,0.006995180770869656,0.08363719729205216,9.428309399976524
472,relu_4_21_17,0.06250557020882433,0.0070163562378461565,0.08376369283792445,9.246151859820163
1114,relu_5_18_11,0.06969729855944515,0.007033646435604203,0.08386683751998882,10.810192389810496
1609,relu_6_9_20,0.056033954474228626,0.007050806092552367,0.08396907819282266,7.7299174531530435
3638,relu_8_30_24,0.06452734607321306,0.0070515504391667,0.08397351034205192,9.147731933881659
7023,relu_13_21_7,0.06505644050593187,0.007060165614885603,0.08402479166820709,10.591101610040742
12794,relu_21_18_27,0.07635749221423929,0.007067729564470704,0.0840697898443353,11.804273280290897
669,relu_4_28_25,0.0649206535575754,0.0070802069187493825,0.08414396543275925,8.91843740662343
3634,relu_8_30_20,0.0730143755242442,0.007085220898694315,0.08417375421527969,12.313246331118116
7948,relu_14_28_14,0.05624901734580398,0.007088733832698201,0.08419461878705907,7.875356424449322
9591,relu_17_8_10,0.06275990367799525,0.007139270577561474,0.08449420440220426,9.634149682186488
8973,relu_16_12_13,0.056726463588970905,0.007165767577419447,0.08465085692076275,7.704409409294804
13095,relu_21_30_4,0.06928846702555483,0.007169493377143018,0.08467286092451948,10.494778024830953
13540,relu_22_19_17,0.06561316267231768,0.007172927018253257,0.08469313442217886,10.65120900971433
11961,relu_20_15_4,0.0750949617817204,0.007200814535808954,0.08485761330492954,12.720206552929849
8126,relu_15_7_30,0.06179161414791942,0.007208804050476761,0.08490467625800573,9.445453339629694
6002,relu_12_10_12,0.06301273078014255,0.007220003475936137,0.08497060359875136,9.927137099133901
5091,relu_10_30_19,0.05846832923879028,0.007220836729651882,0.08497550664545568,8.245473348032066
818,relu_5_7_12,0.06189111710170567,0.007256885204647504,0.08518735354879563,9.488382007410076
4192,relu_9_24_11,0.05796238452484012,0.007257543317560794,0.08519121619956363,7.943275938539483
5149,relu_11_5_23,0.06341951571692825,0.0072582095894831895,0.0851951265594646,8.986775762564502
13610,relu_22_22_6,0.07294547275284588,0.00725850993351574,0.0851968892244062,12.334143825386116
4681,relu_10_15_14,0.05735489771057964,0.0072626657214995855,0.08522127505206423,7.88808579251109
5592,relu_11_22_7,0.0625266944674617,0.007264865772181941,0.08523418194704482,8.854465462971007
13679,relu_22_24_21,0.07211617097834414,0.007270755047337142,0.08526872256189336,10.273390262365275
11252,relu_19_15_24,0.07158666894127727,0.0072836568360237315,0.08534434273004703,10.144054913149454
4713,relu_10_16_19,0.05936358631520991,0.00731303834995946,0.08551630458549679,8.349206330386751
