,neuron,mae,mse,rmse,Perror
4644,relu_10_14_4,0.06931544930318659,0.008397416503202339,0.09163741868474001,11.86246768936721
10204,relu_17_30_29,0.07470440627008204,0.008421211204655908,0.09176715754917937,12.607188798304204
9255,relu_16_22_25,0.06903237194398706,0.008437474945460561,0.09185572897462935,11.967096103445773
8907,relu_16_9_28,0.07335935995558565,0.008465980593609396,0.0920107634660717,12.307864988329188
683,relu_4_29_12,0.0638453191605163,0.008469841198823212,0.09203174017056948,9.618985434070215
9912,relu_17_20_7,0.06531333817160037,0.008496599849018991,0.09217700282076323,9.431855044546065
11282,relu_19_16_27,0.06479721651345019,0.00850370500667215,0.09221553560367228,10.789408959507924
19464,relu_30_22_28,0.06483326197246378,0.008531526690107748,0.09236626380940038,10.032248555048094
8570,relu_15_24_15,0.06097262860208277,0.008546042262724082,0.09244480657518886,9.379926539706629
13756,relu_22_27_17,0.06323139086941545,0.008547660612152043,0.09245355921840999,11.010828381856623
11473,relu_19_23_29,0.06969985083321398,0.00859433840971685,0.09270565468037455,12.445547444713826
14521,relu_23_28_26,0.06529070748295154,0.008611495796880496,0.09279814543879902,10.530244880756506
12149,relu_20_21_30,0.06981664240936106,0.008614631669655728,0.09281504010480052,10.599573308274334
8499,relu_15_21_25,0.0728118744305363,0.008616611947284645,0.09282570736215612,11.951490628297027
4135,relu_9_22_8,0.0658746892271406,0.008627944669986912,0.0928867303224035,10.449546847863592
16476,relu_26_20_10,0.07494055373585126,0.008649567972144081,0.09300305356354747,11.801725332697709
2708,relu_7_23_12,0.0664273152388809,0.008659325502712657,0.09305549689681238,9.432126269034578
16562,relu_26_23_15,0.06808036087071803,0.008659831272539633,0.0930582144280645,9.784580874758175
10466,relu_18_13_21,0.06977794258202877,0.008660735937916783,0.09306307505083197,10.925934194417826
767,relu_5_5_15,0.07166812486118712,0.008672232347421122,0.09312482132826415,11.175515542099468
6925,relu_13_17_17,0.06773418695598368,0.008686762972464793,0.09320280560404173,12.315674587509731
5658,relu_11_24_19,0.06861229003339533,0.008695774331035775,0.09325113581633081,11.6057362051566
15896,relu_25_25_24,0.06584420299904326,0.008698619124315932,0.09326638796649055,9.733441716614355
11953,relu_20_14_23,0.06846073953713741,0.008719071922001212,0.09337597079549541,11.47914829105467
18287,relu_29_6_12,0.07811169965183642,0.00872160496048233,0.09338953346324379,12.577915943559118
9373,relu_16_27_8,0.06946948305636172,0.008731475258264926,0.09344236329558947,12.541797116902622
10054,relu_17_25_14,0.06138655437147525,0.008750456341498788,0.09354387388545969,9.575748197722273
5380,relu_11_14_11,0.06558001503924196,0.008756961492974263,0.09357863801623885,10.327312052089278
2288,relu_7_7_24,0.06326605142026667,0.008761659803738145,0.09360373819318407,8.759829387600552
8343,relu_15_16_4,0.06311150161540416,0.008763825326420883,0.09361530497958591,8.221432708702228
1334,relu_5_26_15,0.07379218653420275,0.008773142469865535,0.09366505468885146,11.170830731119647
1191,relu_5_21_7,0.07438204944997553,0.00878141551931031,0.09370920722805369,12.883012875431621
